# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P10636-8	uniprotkb:O75643	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:O94884|uniprotkb:Q6PX59|uniprotkb:Q8NBE6|uniprotkb:Q96IF2|uniprotkb:Q9H7S0|ensembl:ENSP00000317123.5|uniprotkb:Q6NZY0|intact:EBI-1051631|intact:EBI-1045395|uniprotkb:O75643	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:u520_human(display_short)|psi-mi:U5 small nuclear ribonucleoprotein 200 kDa helicase(display_long)|uniprotkb:SNRNP200(gene name)|uniprotkb:ASCC3L1(gene name synonym)|uniprotkb:BRR2 homolog(gene name synonym)|uniprotkb:Activating signal cointegrator 1 complex subunit 3-like 1(gene name synonym)|uniprotkb:U5 snRNP-specific 200 kDa protein(gene name synonym)|uniprotkb:KIAA0788(gene name synonym)|uniprotkb:HELIC2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:P11021	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q2EF78|uniprotkb:Q9NPF1|uniprotkb:Q9UK02|uniprotkb:B0QZ61|ensembl:ENSP00000324173.6|intact:EBI-354921|uniprotkb:P11021	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:bip_human(display_short)|psi-mi:Endoplasmic reticulum chaperone BiP(display_long)|uniprotkb:HSPA5(gene name)|uniprotkb:Heat shock protein family A member 5(gene name synonym)|uniprotkb:Heat shock protein 70 family protein 5(gene name synonym)|uniprotkb:Binding-immunoglobulin protein(gene name synonym)|uniprotkb:78 kDa glucose-regulated protein(gene name synonym)|uniprotkb:Immunoglobulin heavy chain-binding protein(gene name synonym)|uniprotkb:GRP78(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:O95218	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q53GS3|uniprotkb:Q59F92|uniprotkb:Q5VV33|uniprotkb:Q8IXN6|uniprotkb:Q9UP63|uniprotkb:Q5VV34|ensembl:ENSP00000359958.3|intact:EBI-1642120|intact:EBI-1163882|intact:EBI-1166395|uniprotkb:D3DQ75|intact:EBI-1051583|uniprotkb:O95218	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:zrab2_human(display_short)|psi-mi:Zinc finger Ran-binding domain-containing protein 2(display_long)|uniprotkb:ZIS(gene name synonym)|uniprotkb:ZNF265(gene name synonym)|uniprotkb:Zinc finger protein 265(gene name synonym)|uniprotkb:Zinc finger, splicing(gene name synonym)|uniprotkb:ZRANB2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:P78344	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:O60877|uniprotkb:P78404|uniprotkb:Q0VH00|uniprotkb:Q53EU1|uniprotkb:Q58EZ2|uniprotkb:Q8NI71|uniprotkb:Q96C16|uniprotkb:Q0VH01|uniprotkb:Q2NKW9|uniprotkb:Q49A79|ensembl:ENSP00000340281.6|ensembl:ENSP00000433371.2|ensembl:ENSP00000433664.2|intact:EBI-296519|uniprotkb:P78344	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:if4g2_human(display_short)|psi-mi:Eukaryotic translation initiation factor 4 gamma 2(display_long)|uniprotkb:EIF4G2(gene name)|uniprotkb:Death-associated protein 5(gene name synonym)|uniprotkb:p97(gene name synonym)|uniprotkb:OK/SW-cl.75(orf name)|uniprotkb:DAP5(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:Q14241	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q8IXH1|uniprotkb:B2R7Q8|ensembl:ENSP00000395574.3|ensembl:ENSP00000484196.2|intact:EBI-742350|uniprotkb:Q14241	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:eloa1_human(display_short)|psi-mi:Elongin-A(display_long)|uniprotkb:Elongin 110 kDa subunit(gene name synonym)|uniprotkb:RNA polymerase II transcription factor SIII subunit A1(gene name synonym)|uniprotkb:SIII p110(gene name synonym)|uniprotkb:TCEB3(gene name synonym)|uniprotkb:Transcription elongation factor B polypeptide 3(gene name synonym)|uniprotkb:MSTP059(orf name)|uniprotkb:ELOA(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:P27816	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000353375.6|uniprotkb:Q59FT2|uniprotkb:Q68D74|uniprotkb:Q6ZUW9|uniprotkb:Q96NS9|uniprotkb:Q13082|uniprotkb:Q96A76|uniprotkb:Q86V26|intact:EBI-715255|uniprotkb:P27816	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:map4_human(display_short)|psi-mi:Microtubule-associated protein 4(display_long)|uniprotkb:Map4(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:O43390	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:S4R3J4|uniprotkb:Q5TEH1|uniprotkb:Q9BV64|uniprotkb:Q2L7G6|ensembl:ENSP00000304405.6|ensembl:ENSP00000363741.1|ensembl:ENSP00000489252.1|ensembl:ENSP00000489371.1|intact:EBI-713419|uniprotkb:O43390	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:hnrpr_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein R(display_long)|uniprotkb:HNRPR(gene name synonym)|uniprotkb:HNRNPR(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:O60506	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q53H05|uniprotkb:Q5TCG2|uniprotkb:Q8IW78|uniprotkb:Q8N599|uniprotkb:Q96LC1|uniprotkb:Q96LC2|uniprotkb:Q9Y583|uniprotkb:Q5TCG3|uniprotkb:E1P501|uniprotkb:E1P502|ensembl:ENSP00000358635.3|ensembl:ENSP00000503783.1|ensembl:ENSP00000504706.1|intact:EBI-1024357|uniprotkb:O60506	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:hnrpq_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein Q(display_long)|uniprotkb:SYNCRIP(gene name)|uniprotkb:NSAP1(gene name synonym)|uniprotkb:HNRPQ(gene name synonym)|uniprotkb:NS1-associated protein 1(gene name synonym)|uniprotkb:Glycine- and tyrosine-rich RNA-binding protein(gene name synonym)|uniprotkb:Synaptotagmin-binding, cytoplasmic RNA-interacting protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:Q3MHD2	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q86YB1|uniprotkb:Q96NL5|ensembl:ENSP00000293406.3|ensembl:ENSP00000466718.1|intact:EBI-725133|uniprotkb:Q3MHD2	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:lsm12_human(display_short)|psi-mi:Protein LSM12 homolog(display_long)|uniprotkb:LSM12(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:P62269	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P25232|uniprotkb:Q6IPF8|ensembl:ENSP00000211372.5|ensembl:ENSP00000393241.2|ensembl:ENSP00000403175.2|ensembl:ENSP00000412583.2|ensembl:ENSP00000416110.2|uniprotkb:Q5SUJ3|intact:EBI-352451|uniprotkb:P62269	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rs18_human(display_short)|psi-mi:40S ribosomal protein S18(display_long)|uniprotkb:RPS18(gene name)|uniprotkb:Small ribosomal subunit protein uS13(gene name synonym)|uniprotkb:Ke-3(gene name synonym)|uniprotkb:D6S218E(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:O75569	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q53G24|uniprotkb:Q6X7T5|uniprotkb:Q8NDK4|uniprotkb:A8K3I6|ensembl:ENSP00000318176.4|intact:EBI-713955|uniprotkb:O75569	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:prkra_human(display_short)|psi-mi:Interferon-inducible double-stranded RNA-dependent protein kinase activator A(display_long)|uniprotkb:PRKRA(gene name)|uniprotkb:Protein kinase, interferon-inducible double-stranded RNA-dependent activator(gene name synonym)|uniprotkb:HSD14(orf name)|uniprotkb:PACT(gene name synonym)|uniprotkb:RAX(gene name synonym)|uniprotkb:HSD-14(orf name)|uniprotkb:PKR-associating protein X(gene name synonym)|uniprotkb:PKR-associated protein X(gene name synonym)|uniprotkb:Protein activator of the interferon-induced protein kinase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:P14866	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q9H3P3|ensembl:ENSP00000221419.4|ensembl:ENSP00000489021.1|uniprotkb:A6ND69|uniprotkb:A6NIT8|intact:EBI-719024|uniprotkb:P14866	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:hnrpl_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein L(display_long)|uniprotkb:HNRNPL(gene name)|uniprotkb:P/OKcl.14(orf name)|uniprotkb:HNRPL(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:P31943	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6IBM4|ensembl:ENSP00000349168.5|ensembl:ENSP00000377082.4|ensembl:ENSP00000397797.2|ensembl:ENSP00000492076.2|ensembl:ENSP00000495786.2|uniprotkb:B3KW86|uniprotkb:D3DWQ2|intact:EBI-351590|uniprotkb:P31943	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:hnrh1_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein H(display_long)|uniprotkb:HNRNPH1(gene name)|uniprotkb:HNRPH(gene name synonym)|uniprotkb:HNRPH1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
