# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P10636-8	uniprotkb:P80723	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:D3DTD5|uniprotkb:O43596|uniprotkb:Q5U0S0|uniprotkb:Q9BWA5|uniprotkb:B4DJA8|ensembl:ENSP00000319281.3|ensembl:ENSP00000482066.1|intact:EBI-358583|uniprotkb:P80723	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:basp1_human(display_short)|psi-mi:Brain acid soluble protein 1(display_long)|uniprotkb:NAP22(gene name synonym)|uniprotkb:Neuronal axonal membrane protein NAP-22(gene name synonym)|uniprotkb:22 kDa neuronal tissue-enriched acidic protein(gene name synonym)|uniprotkb:BASP1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q9BQ70	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q2MK75|uniprotkb:Q9UPV3|ensembl:ENSP00000263346.8|ensembl:ENSP00000491638.1|intact:EBI-745182|uniprotkb:Q9BQ70	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:tcf25_human(display_short)|psi-mi:Transcription factor 25(display_long)|uniprotkb:Nuclear localized protein 1(gene name synonym)|uniprotkb:KIAA1049(gene name synonym)|uniprotkb:NULP1(gene name synonym)|uniprotkb:FKSG26(orf name)|uniprotkb:TCF25(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q9ULT8	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6P445|uniprotkb:Q86VJ1|uniprotkb:Q96F34|uniprotkb:Q9UFZ7|uniprotkb:D3DS86|ensembl:ENSP00000382269.1|ensembl:ENSP00000450697.1|intact:EBI-310559|uniprotkb:Q9ULT8	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:hecd1_human(display_short)|psi-mi:E3 ubiquitin-protein ligase HECTD1(display_long)|uniprotkb:HECTD1(gene name)|uniprotkb:HECT-type E3 ubiquitin transferase HECTD1(gene name synonym)|uniprotkb:EULIR(gene name synonym)|uniprotkb:E3 ligase for inhibin receptor(gene name synonym)|uniprotkb:HECT domain-containing protein 1(gene name synonym)|uniprotkb:KIAA1131(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P62913	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P25121|uniprotkb:P39026|uniprotkb:Q8TDH2|uniprotkb:Q9Y674|ensembl:ENSP00000496250.1|intact:EBI-354380|uniprotkb:P62913	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl11_human(display_short)|psi-mi:60S ribosomal protein L11(display_long)|uniprotkb:RPL11(gene name)|uniprotkb:Large ribosomal subunit protein uL5(gene name synonym)|uniprotkb:CLL-associated antigen KW-12(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q9Y5Q8	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q8N2U7|uniprotkb:Q8N857|uniprotkb:Q96GD9|uniprotkb:Q9H4P2|ensembl:ENSP00000361169.5|uniprotkb:A6NI44|uniprotkb:A6NJB9|uniprotkb:Q5T7U2|uniprotkb:Q5T7U3|intact:EBI-2556713|intact:EBI-1045409|uniprotkb:Q9Y5Q8	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:tf3c5_human(display_short)|psi-mi:General transcription factor 3C polypeptide 5(display_long)|uniprotkb:Transcription factor IIIC subunit epsilon(gene name synonym)|uniprotkb:TF3C-epsilon(gene name synonym)|uniprotkb:Transcription factor IIIC 63 kDa subunit(gene name synonym)|uniprotkb:CDABP0017(orf name)|uniprotkb:GTF3C5(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P12081	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000425634.1|uniprotkb:B4DY73|uniprotkb:B4DHQ1|uniprotkb:D6REN6|uniprotkb:J3KNE5|intact:EBI-1057566|uniprotkb:P12081	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:hars1_human(display_short)|psi-mi:Histidine--tRNA ligase, cytoplasmic(display_long)|uniprotkb:HARS1(gene name)|uniprotkb:Histidyl-tRNA synthetase(gene name synonym)|uniprotkb:Hrs(gene name synonym)|uniprotkb:HARS(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P27635	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000341730.4|ensembl:ENSP00000358832.2|uniprotkb:A3KQT0|uniprotkb:Q16470|uniprotkb:Q2HXT7|uniprotkb:Q53FH7|uniprotkb:Q6FGN8|uniprotkb:Q8TDA5|intact:EBI-3046680|uniprotkb:D3DWW6|intact:EBI-352398|uniprotkb:P27635	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl10_human(display_short)|psi-mi:60S ribosomal protein L10(display_long)|uniprotkb:RPL10(gene name)|uniprotkb:Ribosomal protein L10(gene name synonym)|uniprotkb:Large ribosomal subunit protein uL16(gene name synonym)|uniprotkb:DXS648E(gene name synonym)|uniprotkb:Laminin receptor homolog(gene name synonym)|uniprotkb:Tumor suppressor QM(gene name synonym)|uniprotkb:Protein QM(gene name synonym)|uniprotkb:QM(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P46777	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q53HH6|uniprotkb:Q9H3F4|uniprotkb:Q32LZ3|ensembl:ENSP00000359345.2|intact:EBI-358018|uniprotkb:P46777	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl5_human(display_short)|psi-mi:60S ribosomal protein L5(display_long)|uniprotkb:RPL5(gene name)|uniprotkb:MSTP030(orf name)|uniprotkb:Large ribosomal subunit protein uL18(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q6PJT7	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000251038.5|uniprotkb:A8MY46|uniprotkb:Q6MZU4|uniprotkb:Q6PJ32|uniprotkb:Q6PUI6|uniprotkb:Q6PUI8|uniprotkb:Q86TQ5|uniprotkb:Q86TW0|uniprotkb:Q86TW1|uniprotkb:Q8NCZ3|uniprotkb:Q8TDE2|uniprotkb:Q9HAC9|uniprotkb:Q9Y5A0|uniprotkb:Q8NCT6|intact:EBI-2857849|uniprotkb:B4DXU8|uniprotkb:B4DZW7|uniprotkb:B4E2H4|uniprotkb:G3V5R4|intact:EBI-740660|uniprotkb:Q6PJT7	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:zc3he_human(display_short)|psi-mi:Zinc finger CCCH domain-containing protein 14(display_long)|uniprotkb:ZC3H14(gene name)|uniprotkb:Mammalian suppressor of tau pathology-2(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-37(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P46781	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q4QRK7|ensembl:ENSP00000302896.4|ensembl:ENSP00000375632.1|ensembl:ENSP00000375633.2|ensembl:ENSP00000478449.1|ensembl:ENSP00000479917.1|ensembl:ENSP00000480135.1|ensembl:ENSP00000480662.1|ensembl:ENSP00000481194.1|ensembl:ENSP00000481553.1|ensembl:ENSP00000481655.1|ensembl:ENSP00000481764.1|ensembl:ENSP00000481822.1|ensembl:ENSP00000482023.1|ensembl:ENSP00000482274.1|ensembl:ENSP00000482338.1|ensembl:ENSP00000482475.1|ensembl:ENSP00000483179.1|ensembl:ENSP00000484394.1|uniprotkb:Q9BVZ0|uniprotkb:A9C4C1|intact:EBI-351206|uniprotkb:P46781	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rs9_human(display_short)|psi-mi:40S ribosomal protein S9(display_long)|uniprotkb:RPS9(gene name)|uniprotkb:Small ribosomal subunit protein uS4(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q13177	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q13154|ensembl:ENSP00000314067.3|uniprotkb:Q6ISC3|intact:EBI-28976120|intact:EBI-1045887|uniprotkb:Q13177	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:pak2_human(display_short)|psi-mi:Serine/threonine-protein kinase PAK 2(display_long)|uniprotkb:PAK2(gene name)|uniprotkb:p58(gene name synonym)|uniprotkb:S6/H4 kinase(gene name synonym)|uniprotkb:PAK65(gene name synonym)|uniprotkb:Gamma-PAK(gene name synonym)|uniprotkb:p21-activated kinase 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P62269	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P25232|uniprotkb:Q6IPF8|ensembl:ENSP00000211372.5|ensembl:ENSP00000393241.2|ensembl:ENSP00000403175.2|ensembl:ENSP00000412583.2|ensembl:ENSP00000416110.2|uniprotkb:Q5SUJ3|intact:EBI-352451|uniprotkb:P62269	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rs18_human(display_short)|psi-mi:40S ribosomal protein S18(display_long)|uniprotkb:RPS18(gene name)|uniprotkb:Small ribosomal subunit protein uS13(gene name synonym)|uniprotkb:Ke-3(gene name synonym)|uniprotkb:D6S218E(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P30622	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:A0AVD3|uniprotkb:Q29RG0|uniprotkb:Q17RS4|ensembl:ENSP00000479322.1|intact:EBI-2683569|uniprotkb:P30622	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:clip1_human(display_short)|psi-mi:CAP-Gly domain-containing linker protein 1(display_long)|uniprotkb:CLIP1(gene name)|uniprotkb:Restin(gene name synonym)|uniprotkb:Reed-Sternberg intermediate filament-associated protein(gene name synonym)|uniprotkb:Cytoplasmic linker protein 170 alpha-2(gene name synonym)|uniprotkb:Cytoplasmic linker protein 1(gene name synonym)|uniprotkb:RSN(gene name synonym)|uniprotkb:CYLN1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
